site,XGB_prob,RF_prob,SVM_prob
526,0.000605697,0.01,0.067854674
239,6.16E-05,0.01,0.003213905
1169,2.28E-05,0,0.014497623
517,0.045055993,0.1,0.231375178
256,0.000352857,0.02,0.013854031
104,0.007375224,0.01,0.01603834
232,3.26E-05,0.01,0.001883238
353,1.97E-05,0,0.004663186
313,0.056291427,0.05,0.383306109
239,6.39E-05,0,0.006386564
1169,0.000104952,0.01,0.066265747
237,0.001706714,0,0.02148759
1167,9.03E-05,0.01,0.021121831
338,2.25E-05,0,0.015668596
207,0.000555653,0,0.029070081
254,0.000116566,0,0.005272864
559,0.000262033,0.01,0.011206579
381,0.049939513,0.16,0.153937479
357,0.004397572,0.01,0.039387833
114,9.41E-05,0.03,0.020386571
110,2.06E-05,0,0.001981118
458,0.000284254,0.01,0.017239064
206,2.72E-05,0,0.03159932
177,0.000949143,0,0.061003313
100,7.61E-06,0,0.003713288
662,0.000327284,0.07,0.012838485
862,8.27E-06,0,0.013834169
652,0.000134202,0.01,0.005223029
20,0.004680827,0,0.009408856
57,5.09E-05,0,0.08407488
195,9.37E-06,0,0.000527904
1125,0.00062294,0,0.050886897
153,0.000117124,0,0.015746456
239,0.00079876,0,0.005819875
1169,0.00244843,0.01,0.057127706
642,0.001011473,0,0.044631504
22,0.000148959,0,0.017812924
238,8.63E-05,0.01,0.001492954
1168,0.000906393,0.01,0.011607998
235,0.000170546,0.02,0.013267904
1165,0.001291324,0.02,0.021429304
758,6.72E-05,0,0.006635048
133,2.64E-05,0.01,0.002740961
1063,0.001596826,0.03,0.061297984
237,6.21E-05,0.03,0.014317273
1167,0.01813186,0.04,0.205603887
93,4.28E-05,0.02,0.002017779
239,0.000876443,0,0.005602494
1169,5.73E-06,0.01,0.005348108
214,0.001685949,0,0.014535143
239,0.000107307,0,0.008240083
1169,0.017790744,0.04,0.017028149
232,0.004233669,0,0.008603453
253,0.000388321,0,0.045891738
698,0.000403045,0.01,0.076681356
73,0.000301398,0,0.013833999
135,1.53E-05,0,0.023964365
38,1.03E-05,0,0.026817472
658,0.047925383,0.06,0.153066676
247,0.002282053,0,0.047521007
473,0.22527796,0.06,0.229160001
168,0.00072866,0.02,0.00380819
158,0.000630566,0.01,0.045555023
24,0.024064369,0.03,0.034279484
523,0.002130668,0,0.087368341
323,0.013455978,0.08,0.089421547
55,0.008626332,0,0.065704686
239,0.000228219,0.03,0.002747243
1169,0.001589298,0.01,0.088910827
440,0.009365237,0.01,0.005980891
230,0.001468309,0.05,0.046653697
1160,2.95E-05,0,0.014482798
408,0.00393114,0.01,0.065502577
198,0.000244647,0.01,0.02365559
326,0.004592135,0.02,0.076005284
346,0.003189266,0.01,0.077105599
238,1.26E-05,0.03,0.00068438
1168,0.000215257,0.01,0.001054535
558,0.000175702,0.01,0.055492542
123,0.000774663,0.05,0.016045531
135,1.60E-05,0,0.004658721
239,5.60E-05,0,0.004178669
1169,4.61E-05,0,0.00769126
675,4.73E-05,0,0.003159357
871,0.001873457,0.01,0.008431005
539,0.000973703,0,0.01669285
238,0.000170439,0,0.057156346
1168,0.000105996,0,0.004321711
237,0.000273353,0,0.001579056
1167,1.98E-05,0,0.017559152
271,6.78E-05,0,0.008762632
833,0.046725541,0.17,0.216596506
234,0.003049455,0.01,0.013556013
1164,0.000205363,0.02,0.089354291
232,0.36513716,0.04,0.083896295
107,1.92E-05,0.01,0.010650903
703,0.000108227,0,0.00706724
393,0.000677656,0.04,0.058683968
72,9.24E-06,0,0.000315533
1002,4.38E-05,0,0.001406429
60,0.0002049,0.01,0.02872164
233,0.010558273,0,0.014919616
219,0.00885101,0.01,0.052726914
239,0.03873878,0.12,0.124973665
1169,0.003517865,0.08,0.089427481
399,0.004456498,0,0.01693725
388,0.000200618,0.01,0.059961047
495,0.00011549,0,0.002010728
602,0.000104201,0,0.018963019
195,9.98E-05,0,0.010827028
1125,1.12E-05,0,0.086003633
929,0.000300472,0,0.005198104
295,0.000731552,0.04,0.060549791
323,4.74E-05,0,0.001669019
267,9.27E-06,0,0.02584387
398,0.001446829,0,0.01213209
239,8.73E-06,0,0.000389797
1169,0.001206562,0.01,0.012405079
84,0.185252711,0.28,0.137266725
239,5.56E-05,0,0.008349187
1169,2.87E-05,0,0.02174123
239,0.00011249,0.01,0.007347424
1169,0.000102313,0,0.001545063
136,0.094689988,0.05,0.311355063
1066,6.69E-05,0.02,0.062017024
283,0.000366138,0,0.009293913
238,0.078030825,0.11,0.418967517
1168,0.192825109,0.32,0.959932439
143,4.76E-06,0,0.003463048
1073,6.79E-06,0,0.00105771
350,0.000472585,0,0.00659731
239,0.001400854,0,0.021123973
1169,5.45E-05,0,0.00109573
682,0.000266636,0.05,0.085214804
238,0.000824197,0,0.015705307
1168,0.010237638,0.06,0.089309861
350,0.023622908,0.01,0.103156209
152,9.59E-05,0,0.001752695
844,8.41E-05,0,0.004689721
411,3.59E-05,0,0.00471891
110,0.148726895,0.2,0.371811721
288,1.71E-05,0,0.016569467
239,0.053467605,0.01,0.024971162
1169,6.53E-06,0,0.020932111
206,0.000849718,0,0.000717649
38,0.000109844,0,0.008370477
235,4.60E-05,0,0.028506134
1165,0.000168733,0,0.006985111
239,5.47E-05,0,0.006023644
1169,5.48E-05,0,0.020792549
48,0.000480079,0,0.009683454
374,0.031749062,0.12,0.068109966
220,0.000100252,0,0.001514947
1150,0.000239154,0.01,0.010839257
316,0.000110489,0,0.045117242
410,0.000314478,0.01,0.008594014
178,0.00062542,0.01,0.013991304
328,0.008485195,0.02,0.005994016
48,0.000297705,0.01,0.003423418
89,0.001107531,0.08,0.195506286
564,0.100182258,0.13,0.483872141
313,0.000295473,0,0.002713161
95,0.031828027,0.11,0.111829466
385,0.009536209,0,0.046662939
528,0.014511535,0.1,0.490868097
583,0.001936211,0,0.01675301
144,0.000353679,0.04,0.007559475
110,5.50E-05,0,0.003699002
935,0.002452113,0,0.027985711
160,8.47E-05,0,0.002897848
489,9.71E-06,0,0.006110835
408,0.00107927,0,0.022691883
22,2.80E-05,0,0.004397986
320,2.60E-06,0,0.021329439
57,0.005822457,0.02,0.046772198
638,1.52E-05,0,0.017251288
253,0.024560232,0.08,0.08942122
239,0.000587504,0.01,0.028553307
1169,0.036408737,0.03,0.092146988
238,0.000517031,0,0.008549538
1168,0.007273288,0,0.038516739
808,0.000146118,0.01,0.018683187
900,0.00041029,0.01,0.010577583
646,0.055329107,0.16,0.052367912
109,0.045970045,0.19,0.429290227
104,0.020701423,0.01,0.29359725
238,0.000525122,0,0.008026039
1168,0.002668306,0,0.01213233
788,4.27E-05,0,0.006463121
525,1.91E-05,0,0.004843512
111,0.068918161,0.14,0.573767408
1041,0.12815173,0.39,0.805063156
617,0.003262395,0.07,0.039456418
418,0.000897493,0,0.041123106
109,2.85E-05,0,0.002740852
263,0.051513381,0.14,0.089359849
806,0.003655457,0.07,0.089443825
733,7.72E-05,0,0.005023174
687,3.25E-05,0,0.000724455
152,9.47E-05,0.01,0.00967824
62,0.010173546,0.12,0.038954264
64,8.19E-05,0.01,0.02014186
239,0.000152025,0,0.003774247
1169,5.29E-05,0,0.089333373
122,0.075629421,0.14,0.050030672
1052,0.12458019,0.23,0.760684314
29,0.001117751,0.02,0.044650377
959,0.000124446,0,0.057852176
293,0.000445083,0,0.012957881
19,9.65E-05,0.03,0.061303612
55,0.000370598,0.01,0.016516276
239,0.001093,0.03,0.015512937
1169,6.69E-05,0.01,0.023127973
296,0.052968089,0.19,0.1028831
517,0.001207001,0,0.016160408
139,0.000114868,0,0.001174674
1069,0.000787596,0.04,0.007110965
74,4.02E-05,0,0.003018835
172,2.01E-05,0.02,0.014463878
228,6.30E-05,0,0.02357306
1158,4.73E-05,0.01,0.01263308
627,0.000195959,0.02,0.004493326
302,2.85E-05,0,0.00619933
66,0.000670825,0.02,0.01769923
97,0.035805818,0.14,0.414837189
1027,0.002346518,0,0.051546845
70,3.38E-05,0,0.002352112
1000,5.42E-05,0.02,0.010977193
214,1.98E-05,0,0.003822926
1144,0.001956871,0.01,0.006001415
812,0.102308691,0.27,0.818784343
753,2.00E-05,0,0.020226877
194,1.74E-05,0,0.002250642
1124,0.162152648,0.19,0.089414008
238,0.136281639,0.3,0.867041371
1168,0.053733163,0.15,0.071517126
84,0.000116156,0.01,0.003376163
527,0.000431329,0.04,0.068911848
239,5.12E-05,0.01,0.000521306
1169,0.000632379,0,0.020584119
239,0.066195644,0.15,0.283779091
1169,0.088435508,0.13,0.069404437
44,0.000141016,0,0.00162738
348,0.000230043,0,0.003842448
91,0.000794456,0,0.067370976
534,5.43E-05,0,0.011573133
551,0.000579316,0,0.004362637
621,0.030223126,0.11,0.371027928
741,0.050154064,0.09,0.401615641
229,0.000977963,0,0.002141552
1159,5.84E-05,0.01,0.013929736
238,0.01254332,0.06,0.089354131
1168,0.12399824,0.08,0.15779373
494,0.002595577,0.14,0.046059955
135,0.00273784,0.01,0.018597164
739,0.013193351,0.1,0.089393389
225,8.94E-05,0.01,0.001981144
1155,3.31E-05,0,0.014687382
214,2.57E-05,0,0.003377814
315,0.000122398,0,0.003375601
135,5.01E-05,0,0.017082805
120,2.73E-05,0.01,0.021393013
1050,0.000960723,0.03,0.015611389
329,2.48E-06,0,0.005999123
589,0.000304274,0,0.015216082
300,2.98E-05,0,0.019103887
438,6.79E-05,0,0.004884838
648,0.000463347,0.01,0.010486464
195,0.081183724,0.16,0.19746716
1125,0.011778109,0.06,0.029777617
239,0.340545446,0.15,0.182267996
1169,0.245148122,0.29,0.899016635
157,0.000710601,0,0.009084298
518,0.063738324,0.14,0.386651697
81,0.000165975,0,0.009474143
162,0.000188565,0.04,0.056956098
351,0.135842785,0.23,0.335502453
718,5.01E-05,0,0.002017342
797,0.010921349,0.03,0.012899813
204,0.045089528,0.09,0.087230225
1134,0.001423465,0.04,0.124510034
187,0.000863331,0,0.006919193
74,3.57E-05,0,0.021756605
282,5.13E-05,0,0.002374417
496,0.000623332,0.05,0.008282432
351,0.000159265,0.01,0.037000476
507,0.000423166,0,0.026133706
52,0.000610189,0.01,0.089410157
160,0.002914694,0.06,0.089317838
583,0.004041496,0,0.078077133
298,3.11E-05,0.01,0.008842888
502,5.93E-05,0,0.013362227
239,5.66E-05,0,0.000429475
1169,0.001649276,0,0.069127971
35,7.04E-06,0,0.003126118
231,0.000129987,0.01,0.001989353
1161,4.23E-05,0.01,0.011713146
886,0.000144226,0.02,0.008311183
85,0.039076421,0.08,0.093033755
239,0.000974851,0,0.005942198
1169,0.000468359,0,0.010030158
289,5.60E-05,0,0.004690395
482,3.18E-05,0,0.000961841
498,0.00021122,0.05,0.03229078
469,0.001051238,0.02,0.075664192
110,0.000328181,0.01,0.006198284
84,2.76E-05,0,0.001111249
106,5.63E-05,0.04,0.076075292
397,8.46E-05,0,0.012540321
710,0.001542986,0.01,0.060600204
931,0.089717388,0.09,0.090854995
228,0.001425327,0.01,0.095730117
260,1.46E-05,0,0.005377791
23,3.09E-05,0,0.003244115
32,7.05E-05,0,0.024587894
962,0.000971288,0,0.005359046
607,0.042532563,0.05,0.043036603
509,0.058804441,0.06,0.03218058
720,0.002735928,0.04,0.053374981
124,0.000110597,0.01,0.000588836
1054,4.21E-05,0,0.00965341
260,0.054164618,0,0.061061282
105,0.004712707,0.02,0.019272315
699,7.51E-05,0,0.002350317
232,0.000222389,0,0.012089302
166,7.30E-05,0,0.00549566
402,0.057042588,0.09,0.36105408
856,1.76E-05,0,0.00239853
177,0.000479668,0.05,0.035354932
253,0.000121928,0,0.018827907
602,0.000148616,0.04,0.009552405
529,0.088858932,0.14,0.11768245
791,0.009413746,0.24,0.083992054
84,0.000936562,0,0.033170684
234,5.23E-05,0,0.005493215
1164,0.037182882,0.08,0.089338085
875,0.000771526,0,0.019460421
628,1.24E-05,0.01,0.000827686
190,0.12029504,0.2,0.893173326
235,1.17E-05,0,0.000177872
1165,1.88E-05,0,0.011172588
65,4.45E-05,0,0.017337165
67,0.000260885,0.03,0.038788273
72,3.92E-05,0,0.002353875
1002,0.001231842,0,0.018138421
302,9.46E-05,0,0.006169404
373,0.000458724,0,0.000665916
916,0.000275808,0,0.041550673
415,1.19E-05,0.01,0.002287198
177,2.10E-05,0,0.003288358
99,0.000565487,0,0.010069767
372,0.000589448,0.01,0.029874857
781,3.29E-05,0,0.002470774
554,0.000403898,0.01,0.004758879
58,0.008023508,0.01,0.070048723
614,0.003907174,0,0.023605996
713,0.036092237,0.14,0.335462754
375,0.000266879,0.01,0.044285221
346,0.004715443,0.01,0.019420423
679,0.000174448,0,0.017513389
237,2.70E-05,0,0.00080475
1167,0.000284574,0,0.004265597
191,0.004995786,0,0.029069697
326,2.15E-05,0,0.001042253
464,2.55E-06,0,0.016829626
201,0.000985735,0.02,0.024707742
21,0.008322883,0.01,0.033087769
289,0.000149901,0,0.01521825
206,7.51E-05,0,0.036122436
602,0.059269141,0.11,0.17300756
316,9.58E-05,0,0.015095761
396,1.18E-05,0,0.006994246
46,1.57E-05,0.01,0.000644294
976,2.29E-05,0,0.006698135
52,0.014689954,0.01,0.063792844
58,0.041805942,0.1,0.021178396
320,8.95E-05,0,0.012679436
147,0.055586714,0.02,0.375698834
239,0.000437345,0.01,0.002245503
1169,0.00228959,0.01,0.057936657
100,4.58E-05,0,0.014313396
358,0.000387407,0.04,0.143614361
759,0.000143232,0,0.007480413
239,0.161042228,0.29,0.774173429
1169,0.081098653,0.14,0.188148113
238,0.013005547,0.01,0.016786575
1168,0.179953113,0.2,0.129070157
498,3.11E-05,0.02,0.013119649
307,5.59E-06,0,0.016493445
489,0.001801308,0.02,0.010467796
99,1.05E-05,0,0.005546142
510,0.000401396,0.07,0.063650954
239,2.63E-05,0,0.000209512
1169,7.72E-05,0,0.003466926
195,3.31E-06,0,0.000556243
1125,0.000415056,0.01,0.020682676
115,0.000232175,0.01,0.011208744
89,0.002223889,0.01,0.006541576
106,6.20E-06,0,0.014978536
157,0.000111508,0.01,0.007132084
263,0.620537758,0.2,0.089409833
262,0.000130114,0.01,0.005057599
208,0.000728959,0.01,0.064800219
438,0.029290408,0.05,0.089365745
512,0.001138945,0,0.020721617
156,0.025554076,0.07,0.089412077
263,0.000183685,0.02,0.024717576
503,4.90E-05,0,0.013614918
124,0.00118749,0.07,0.001061046
1054,0.005739175,0,0.010413649
239,0.058271378,0.05,0.077347281
1169,2.32E-05,0,0.006572055
291,0.074196003,0.1,0.135178932
33,0.001185938,0.01,0.01038819
935,6.18E-06,0,0.0089982
898,0.00128732,0,0.015888977
369,0.000113136,0,0.053238063
350,0.00040096,0.01,0.0067
48,0.000139876,0.05,0.015014792
45,0.000713334,0.04,0.009018042
28,0.002353715,0,0.046770534
406,0.000414038,0,0.011162156
230,0.000423191,0,0.027266208
1160,7.87E-05,0,0.009022815
239,0.001917404,0.03,0.024541219
1169,0.000261585,0,0.022415419
752,0.069618769,0.2,0.474259847
844,0.002484751,0.01,0.054294033
207,2.88E-05,0,0.002858053
135,0.000244419,0,0.083158364
388,0.000209408,0,0.000291497
106,0.014551468,0.1,0.089390087
115,1.26E-05,0,0.000844651
1045,2.22E-05,0,0.00266804
109,0.07075078,0.1,0.07127366
136,4.01E-05,0.01,0.001318889
406,1.98E-05,0.01,0.007504587
329,0.005068563,0,0.029554143
503,0.00491007,0.23,0.077204054
45,0.016180009,0.01,0.069285037
101,0.022992961,0,0.060902886
358,2.08E-05,0,0.002636904
63,3.36E-05,0,0.002849051
62,0.000185649,0,0.005806355
502,3.61E-05,0,0.002265393
845,0.000584843,0,0.00827026
239,0.001434257,0.03,0.031719141
1169,0.000598867,0,0.003158742
176,0.001900224,0.02,0.022840581
195,0.002381738,0,0.003200901
1125,4.05E-05,0,0.001818712
63,0.074989274,0.15,0.547220054
95,2.20E-05,0,0.008495982
28,5.60E-05,0,0.002122756
83,0.000830238,0,0.032045049
614,0.002378882,0.03,0.043521285
25,0.001733648,0,0.026774508
239,0.000182498,0,0.006504239
1169,0.00059124,0.01,0.016577557
188,0.007310948,0.03,0.068421992
554,0.066763349,0.15,0.024425433
221,0.002811368,0.01,0.010768977
20,6.31E-05,0.01,0.015296729
80,0.001375415,0,0.019054654
615,0.001631623,0,0.017251939
231,0.2220525,0.65,0.816071506
259,0.137090027,0.24,0.967432039
193,0.01290983,0,0.023556783
401,0.019259358,0.08,0.015117001
412,4.55E-05,0,0.005878357
239,1.31E-05,0,0.006243093
1169,0.001135107,0,0.007353852
95,0.000265451,0,0.025840121
80,0.073391892,0.09,0.210322791
351,0.000269038,0,0.008178919
310,0.00056202,0.03,0.016639227
172,0.015183922,0.01,0.028270103
515,6.52E-05,0,0.009802465
668,0.000867942,0,0.020721472
584,8.37E-05,0.02,0.004389956
237,2.54E-05,0,0.005022978
1167,0.000127907,0,0.005458289
219,4.49E-05,0.01,0.046276429
35,0.001765461,0.01,0.049808948
97,2.12E-05,0,0.004756624
289,0.000183956,0,0.00519279
346,0.006294816,0,0.013651291
28,4.43E-05,0,0.003292652
788,0.00089513,0,0.017459575
703,0.000246181,0.01,0.010349413
95,0.001656775,0.03,0.001403118
129,0.001523525,0.01,0.004015637
239,2.51E-05,0,0.003100294
1169,4.98E-05,0,0.002773707
555,0.040533651,0.05,0.051802701
76,0.129623905,0.11,0.529732569
767,0.000260145,0.02,0.038721134
239,1.67E-05,0,0.00058656
28,0.018598972,0,0.069620386
101,2.23E-05,0,0.017025845
329,0.00059614,0,0.013774155
108,5.99E-05,0,0.036536565
239,2.91E-05,0,0.001282635
1169,0.000165837,0,0.025682476
346,0.000230301,0,0.005541148
230,0.000109214,0.02,0.005515135
1160,0.017961996,0.05,0.307415421
645,0.000812997,0,0.005139451
239,1.10E-05,0.01,0.001016946
1169,0.00028668,0.03,0.049906389
117,0.000222924,0.01,0.061086626
407,1.80E-05,0,0.077655382
129,0.000131904,0,0.008014718
175,0.000504553,0.06,0.00527066
239,2.01E-05,0,0.003151596
1169,4.30E-05,0,0.007362928
758,0.000264188,0,0.012272252
58,3.13E-05,0.01,0.023235872
615,0.008247678,0.02,0.046602366
428,0.00022833,0.04,0.046305582
903,0.001037111,0.02,0.04131026
90,0.00030979,0,0.008276518
796,0.00012114,0.01,0.009340576
685,0.001807585,0.04,0.005029496
324,0.013097508,0.03,0.006366143
832,0.000363384,0.01,0.074970294
288,0.013680981,0.03,0.013007982
237,3.85E-05,0,0.020510215
1167,0.018063668,0.03,0.091471142
239,0.000303297,0,0.033676406
1169,0.015502475,0.08,0.052139873
583,0.00074656,0.04,0.080455091
486,0.009368472,0.06,0.080289296
175,0.029076256,0,0.256830092
255,0.001181981,0.03,0.015093078
239,4.60E-05,0,0.001996498
1169,0.00028988,0,0.004244135
280,4.88E-05,0,0.020572515
186,0.000152501,0.05,0.004486026
607,1.28E-05,0,0.005732193
24,5.76E-06,0.02,0.012520047
175,0.000133729,0.02,0.036594597
106,2.97E-05,0.01,0.009247216
109,9.21E-05,0.03,0.006032767
879,0.000877013,0,0.016066127
124,0.00043914,0,0.002632897
1054,0.065157242,0.01,0.020049306
88,0.001085796,0.08,0.007058596
175,0.004142603,0.1,0.04480106
191,0.00459213,0.04,0.065560596
374,0.02148978,0.11,0.017518836
529,1.13E-05,0,0.025739177
20,3.51E-05,0,0.000988879
950,0.000514923,0.05,0.055776129
288,4.46E-05,0,0.003378402
20,0.02310623,0.12,0.062303633
269,1.72E-05,0,0.005110104
239,9.67E-05,0,0.003915331
1169,4.31E-06,0,0.050696607
55,1.48E-05,0,0.00033806
985,0.000399647,0.01,0.003335479
247,2.88E-05,0.06,0.025063994
272,0.000121573,0.01,0.010286734
619,0.000414977,0.02,0.042102462
222,9.72E-06,0,0.000640849
1152,0.005172148,0.03,0.03587304
55,1.36E-05,0.04,0.02477909
73,0.002775491,0.05,0.043056326
135,0.000333159,0.02,0.002685978
482,0.000235819,0,0.018779187
82,0.000299629,0,0.089391894
716,0.000151591,0,0.070638271
281,0.000883995,0,0.01270437
307,2.87E-05,0,0.019070461
72,1.12E-05,0,0.019761963
705,0.00014408,0,0.009313667
62,0.045333467,0.14,0.217752544
239,3.39E-05,0,0.003113371
1169,1.94E-05,0,0.0008844
517,0.003653171,0.05,0.030177587
239,3.00E-05,0,0.0026403
1169,0.000139943,0,0.005994551
88,8.52E-06,0,0.008659182
559,0.000159407,0,0.005345632
228,0.000288217,0,0.009458431
595,0.030748565,0.16,0.826429153
61,0.008135091,0,0.014710552
109,0.000179118,0,0.006400407
933,0.034853458,0.08,0.101100036
514,0.003660055,0.06,0.032541517
32,7.78E-06,0,0.010391795
962,0.003212361,0,0.01440317
235,5.63E-05,0.01,0.023826852
1165,4.90E-06,0,0.029507947
237,0.000524329,0.06,0.038694491
1167,0.007808064,0.03,0.045018998
74,5.36E-05,0,0.005970182
270,3.12E-05,0,0.028743243
31,5.14E-05,0.01,0.004865876
749,0.080132879,0.21,0.321355487
248,9.51E-06,0,0.002810006
15,6.69E-05,0,0.011477739
868,7.74E-05,0,0.00401531
60,0.000882834,0.04,0.089383314
765,0.036414135,0.06,0.058115344
708,0.004419018,0.09,0.065951014
262,0.001075844,0.01,0.043426206
728,0.000176015,0.02,0.003074253
239,0.000149605,0,0.008768649
1169,0.011280344,0.01,0.010707144
239,8.22E-05,0.01,0.062525578
1169,0.013379341,0.11,0.08936276
258,0.034402326,0.22,0.089384963
238,0.032793641,0.08,0.089362972
1168,0.138987035,0.09,0.791092458
239,0.005922256,0.02,0.012449817
1169,0.000431644,0,0.051063747
110,0.000110349,0.01,0.019245365
239,0.000146868,0,0.003634293
1169,0.001760687,0.02,0.0127254
743,0.000204559,0.01,0.000513759
580,3.04E-05,0,0.004221566
276,0.12223459,0,0.090009561
129,0.000246977,0,0.012839683
83,0.002021348,0.01,0.039675031
47,0.002439647,0.04,0.040274856
47,0.000390027,0.01,0.085675249
290,0.000683178,0.01,0.025429035
82,0.058248773,0.09,0.04658836
67,0.004137179,0.01,0.078476553
741,0.000396989,0,0.015056732
496,0.000217312,0.01,0.006583822
108,1.11E-05,0,0.020147073
58,0.000360779,0,0.004584084
988,0.008008466,0.05,0.032885991
62,0.001426375,0.02,0.005411774
232,0.000974248,0.02,0.007911784
532,0.001319119,0.01,0.006637627
